Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
68.4,European Union,England,All modes,Undergraduate with postgraduate component,Business and management,Theme 5: Organisation and management,13
87.2,European Union,England,All modes,Undergraduate with postgraduate component,Business and management,Theme 6: Learning resources,13
70.9,European Union,England,All modes,Undergraduate with postgraduate component,Business and management,Theme 7: Student voice,13
86.5,European Union,England,All modes,Undergraduate with postgraduate component,All subjects,Theme 1: Teaching on my course,1275
82.9,European Union,England,All modes,Undergraduate with postgraduate component,All subjects,Theme 2: Learning opportunities,1274
68.7,European Union,England,All modes,Undergraduate with postgraduate component,All subjects,Theme 3: Assessment and feedback,1274
86.8,European Union,England,All modes,Undergraduate with postgraduate component,All subjects,Theme 4: Academic support,1273
70.1,European Union,England,All modes,Undergraduate with postgraduate component,All subjects,Theme 5: Organisation and management,1273
88.8,European Union,England,All modes,Undergraduate with postgraduate component,All subjects,Theme 6: Learning resources,1272
72.3,European Union,England,All modes,Undergraduate with postgraduate component,All subjects,Theme 7: Student voice,1269
82.1,European Union,England,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 1: Teaching on my course,202.6
77.8,European Union,England,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 2: Learning opportunities,202.6
63.5,European Union,England,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 3: Assessment and feedback,202.6
73.9,European Union,England,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 4: Academic support,202.6
53.2,European Union,England,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 5: Organisation and management,202.6
79.7,European Union,England,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 6: Learning resources,201.6
64.4,European Union,England,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 7: Student voice,202.6
83.1,European Union,England,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 1: Teaching on my course,133.1
78.9,European Union,England,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 2: Learning opportunities,133.1
62.8,European Union,England,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 3: Assessment and feedback,133.1
86.1,European Union,England,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 4: Academic support,133.1
59,European Union,England,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 5: Organisation and management,133.1
87.7,European Union,England,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 6: Learning resources,133.1
67.3,European Union,England,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 7: Student voice,132.1
90.2,European Union,England,Full-time,Undergraduate with postgraduate component,Biological and sport sciences,Theme 1: Teaching on my course,66.5
90.2,European Union,England,Full-time,Undergraduate with postgraduate component,Biological and sport sciences,Theme 2: Learning opportunities,66.5
68.4,European Union,England,Full-time,Undergraduate with postgraduate component,Biological and sport sciences,Theme 3: Assessment and feedback,66.5
94,European Union,England,Full-time,Undergraduate with postgraduate component,Biological and sport sciences,Theme 4: Academic support,66.5
72.6,European Union,England,Full-time,Undergraduate with postgraduate component,Biological and sport sciences,Theme 5: Organisation and management,66.5
92.5,European Union,England,Full-time,Undergraduate with postgraduate component,Biological and sport sciences,Theme 6: Learning resources,66.5
82,European Union,England,Full-time,Undergraduate with postgraduate component,Biological and sport sciences,Theme 7: Student voice,66.5
95.4,European Union,England,Full-time,Undergraduate with postgraduate component,Veterinary sciences,Theme 1: Teaching on my course,27
92.6,European Union,England,Full-time,Undergraduate with postgraduate component,Veterinary sciences,Theme 2: Learning opportunities,27
80.7,European Union,England,Full-time,Undergraduate with postgraduate component,Veterinary sciences,Theme 3: Assessment and feedback,27
90.7,European Union,England,Full-time,Undergraduate with postgraduate component,Veterinary sciences,Theme 4: Academic support,27
74.1,European Union,England,Full-time,Undergraduate with postgraduate component,Veterinary sciences,Theme 5: Organisation and management,27
88.9,European Union,England,Full-time,Undergraduate with postgraduate component,Veterinary sciences,Theme 6: Learning resources,27
91,European Union,England,Full-time,Undergraduate with postgraduate component,Veterinary sciences,Theme 7: Student voice,26
90.2,European Union,England,Full-time,Undergraduate with postgraduate component,Physical sciences,Theme 1: Teaching on my course,191.7
84.3,European Union,England,Full-time,Undergraduate with postgraduate component,Physical sciences,Theme 2: Learning opportunities,191.7
70,European Union,England,Full-time,Undergraduate with postgraduate component,Physical sciences,Theme 3: Assessment and feedback,191.7
92.3,European Union,England,Full-time,Undergraduate with postgraduate component,Physical sciences,Theme 4: Academic support,191.7
74.9,European Union,England,Full-time,Undergraduate with postgraduate component,Physical sciences,Theme 5: Organisation and management,190.7
91.3,European Union,England,Full-time,Undergraduate with postgraduate component,Physical sciences,Theme 6: Learning resources,191.7
71,European Union,England,Full-time,Undergraduate with postgraduate component,Physical sciences,Theme 7: Student voice,191.7
86.4,European Union,England,Full-time,Undergraduate with postgraduate component,Mathematical sciences,Theme 1: Teaching on my course,53.4
83.9,European Union,England,Full-time,Undergraduate with postgraduate component,Mathematical sciences,Theme 2: Learning opportunities,53.4
74.8,European Union,England,Full-time,Undergraduate with postgraduate component,Mathematical sciences,Theme 3: Assessment and feedback,53.4
91.3,European Union,England,Full-time,Undergraduate with postgraduate component,Mathematical sciences,Theme 4: Academic support,53.4
82.9,European Union,England,Full-time,Undergraduate with postgraduate component,Mathematical sciences,Theme 5: Organisation and management,53.4
90.6,European Union,England,Full-time,Undergraduate with postgraduate component,Mathematical sciences,Theme 6: Learning resources,52.4
75.5,European Union,England,Full-time,Undergraduate with postgraduate component,Mathematical sciences,Theme 7: Student voice,53.4
86.8,European Union,England,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 1: Teaching on my course,414.6
84,European Union,England,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 2: Learning opportunities,414.6
68.7,European Union,England,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 3: Assessment and feedback,414.6
88.7,European Union,England,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 4: Academic support,413.6
74.9,European Union,England,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 5: Organisation and management,414.6
90.9,European Union,England,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 6: Learning resources,414.6
74,European Union,England,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 7: Student voice,412.6
84.9,European Union,England,Full-time,Undergraduate with postgraduate component,Computing,Theme 1: Teaching on my course,111.6
79.7,European Union,England,Full-time,Undergraduate with postgraduate component,Computing,Theme 2: Learning opportunities,110.6
67.2,European Union,England,Full-time,Undergraduate with postgraduate component,Computing,Theme 3: Assessment and feedback,110.6
84.3,European Union,England,Full-time,Undergraduate with postgraduate component,Computing,Theme 4: Academic support,110.6
71.3,European Union,England,Full-time,Undergraduate with postgraduate component,Computing,Theme 5: Organisation and management,110.6
87.8,European Union,England,Full-time,Undergraduate with postgraduate component,Computing,Theme 6: Learning resources,110.6
70.3,European Union,England,Full-time,Undergraduate with postgraduate component,Computing,Theme 7: Student voice,110.6
