Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
84.2,Disability reported,England,Part-time,All undergraduates,Business and management,Theme 6: Learning resources,278.8
62.7,Disability reported,England,Part-time,All undergraduates,Business and management,Theme 7: Student voice,280.3
89.7,Disability reported,England,Part-time,All undergraduates,Language and area studies,Theme 1: Teaching on my course,265.7
84.5,Disability reported,England,Part-time,All undergraduates,Language and area studies,Theme 2: Learning opportunities,264.7
89.1,Disability reported,England,Part-time,All undergraduates,Language and area studies,Theme 3: Assessment and feedback,264.7
88.6,Disability reported,England,Part-time,All undergraduates,Language and area studies,Theme 4: Academic support,265.7
87,Disability reported,England,Part-time,All undergraduates,Language and area studies,Theme 5: Organisation and management,264.7
84.4,Disability reported,England,Part-time,All undergraduates,Language and area studies,Theme 6: Learning resources,261.7
69.3,Disability reported,England,Part-time,All undergraduates,Language and area studies,Theme 7: Student voice,258.2
92.8,Disability reported,England,Part-time,All undergraduates,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,230
88.3,Disability reported,England,Part-time,All undergraduates,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,229.7
90.1,Disability reported,England,Part-time,All undergraduates,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,228.7
92.6,Disability reported,England,Part-time,All undergraduates,"Historical, philosophical and religious studies",Theme 4: Academic support,228.2
89.5,Disability reported,England,Part-time,All undergraduates,"Historical, philosophical and religious studies",Theme 5: Organisation and management,229.7
88.9,Disability reported,England,Part-time,All undergraduates,"Historical, philosophical and religious studies",Theme 6: Learning resources,227.7
71.4,Disability reported,England,Part-time,All undergraduates,"Historical, philosophical and religious studies",Theme 7: Student voice,221.7
88.9,Disability reported,England,Part-time,All undergraduates,Education and teaching,Theme 1: Teaching on my course,233
86.6,Disability reported,England,Part-time,All undergraduates,Education and teaching,Theme 2: Learning opportunities,233
88.2,Disability reported,England,Part-time,All undergraduates,Education and teaching,Theme 3: Assessment and feedback,233
85.8,Disability reported,England,Part-time,All undergraduates,Education and teaching,Theme 4: Academic support,231
86.5,Disability reported,England,Part-time,All undergraduates,Education and teaching,Theme 5: Organisation and management,233
86.8,Disability reported,England,Part-time,All undergraduates,Education and teaching,Theme 6: Learning resources,232
69.4,Disability reported,England,Part-time,All undergraduates,Education and teaching,Theme 7: Student voice,230
87.3,Disability reported,England,Part-time,All undergraduates,Combined and general studies,Theme 1: Teaching on my course,719.8
82,Disability reported,England,Part-time,All undergraduates,Combined and general studies,Theme 2: Learning opportunities,719.8
86.5,Disability reported,England,Part-time,All undergraduates,Combined and general studies,Theme 3: Assessment and feedback,719.8
85.4,Disability reported,England,Part-time,All undergraduates,Combined and general studies,Theme 4: Academic support,717.3
85.7,Disability reported,England,Part-time,All undergraduates,Combined and general studies,Theme 5: Organisation and management,716.8
84,Disability reported,England,Part-time,All undergraduates,Combined and general studies,Theme 6: Learning resources,714.8
63.8,Disability reported,England,Part-time,All undergraduates,Combined and general studies,Theme 7: Student voice,703.8
84.7,Disability reported,England,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 1: Teaching on my course,97
80.5,Disability reported,England,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 2: Learning opportunities,97
83.5,Disability reported,England,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 3: Assessment and feedback,97
78.1,Disability reported,England,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 4: Academic support,97
71.9,Disability reported,England,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 5: Organisation and management,97
74,Disability reported,England,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 6: Learning resources,95
66.3,Disability reported,England,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 7: Student voice,95
89.1,Disability reported,England,Part-time,All undergraduates,"Geography, earth and environmental studies",Theme 1: Teaching on my course,129
83,Disability reported,England,Part-time,All undergraduates,"Geography, earth and environmental studies",Theme 2: Learning opportunities,129
86.2,Disability reported,England,Part-time,All undergraduates,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,129
89.3,Disability reported,England,Part-time,All undergraduates,"Geography, earth and environmental studies",Theme 4: Academic support,129
85,Disability reported,England,Part-time,All undergraduates,"Geography, earth and environmental studies",Theme 5: Organisation and management,129
86.6,Disability reported,England,Part-time,All undergraduates,"Geography, earth and environmental studies",Theme 6: Learning resources,129
63.2,Disability reported,England,Part-time,All undergraduates,"Geography, earth and environmental studies",Theme 7: Student voice,125
87,Disability reported,England,Part-time,All undergraduates,All subjects,Theme 1: Teaching on my course,5163
82.6,Disability reported,England,Part-time,All undergraduates,All subjects,Theme 2: Learning opportunities,5163
85.5,Disability reported,England,Part-time,All undergraduates,All subjects,Theme 3: Assessment and feedback,5156
83.4,Disability reported,England,Part-time,All undergraduates,All subjects,Theme 4: Academic support,5143
83.1,Disability reported,England,Part-time,All undergraduates,All subjects,Theme 5: Organisation and management,5151
85.3,Disability reported,England,Part-time,All undergraduates,All subjects,Theme 6: Learning resources,5124
64.9,Disability reported,England,Part-time,All undergraduates,All subjects,Theme 7: Student voice,5056
85.7,Disability reported,England,All modes,First degree,Medicine and dentistry,Theme 1: Teaching on my course,95.3
75.3,Disability reported,England,All modes,First degree,Medicine and dentistry,Theme 2: Learning opportunities,95.3
62.7,Disability reported,England,All modes,First degree,Medicine and dentistry,Theme 3: Assessment and feedback,95.3
84.9,Disability reported,England,All modes,First degree,Medicine and dentistry,Theme 4: Academic support,95.3
52.2,Disability reported,England,All modes,First degree,Medicine and dentistry,Theme 5: Organisation and management,95.3
77.2,Disability reported,England,All modes,First degree,Medicine and dentistry,Theme 6: Learning resources,95.3
58.3,Disability reported,England,All modes,First degree,Medicine and dentistry,Theme 7: Student voice,95.3
80.3,Disability reported,England,All modes,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,7074.1
76.5,Disability reported,England,All modes,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,7072.1
71.6,Disability reported,England,All modes,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,7074.1
71,Disability reported,England,All modes,First degree,Subjects allied to medicine,Theme 4: Academic support,7069.1
54.8,Disability reported,England,All modes,First degree,Subjects allied to medicine,Theme 5: Organisation and management,7071.1
83,Disability reported,England,All modes,First degree,Subjects allied to medicine,Theme 6: Learning resources,7035.5
63.7,Disability reported,England,All modes,First degree,Subjects allied to medicine,Theme 7: Student voice,7025.4
86.3,Disability reported,England,All modes,First degree,Biological and sport sciences,Theme 1: Teaching on my course,2289.5
82,Disability reported,England,All modes,First degree,Biological and sport sciences,Theme 2: Learning opportunities,2289.5
76.3,Disability reported,England,All modes,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,2289.5
83.7,Disability reported,England,All modes,First degree,Biological and sport sciences,Theme 4: Academic support,2288.5
76.9,Disability reported,England,All modes,First degree,Biological and sport sciences,Theme 5: Organisation and management,2288.5
84.8,Disability reported,England,All modes,First degree,Biological and sport sciences,Theme 6: Learning resources,2277.8
72.1,Disability reported,England,All modes,First degree,Biological and sport sciences,Theme 7: Student voice,2271.3
83.7,Disability reported,England,All modes,First degree,Psychology,Theme 1: Teaching on my course,3831.2
78.7,Disability reported,England,All modes,First degree,Psychology,Theme 2: Learning opportunities,3832.2
74.6,Disability reported,England,All modes,First degree,Psychology,Theme 3: Assessment and feedback,3829.2
78.7,Disability reported,England,All modes,First degree,Psychology,Theme 4: Academic support,3823.7
74.8,Disability reported,England,All modes,First degree,Psychology,Theme 5: Organisation and management,3829.2
85.2,Disability reported,England,All modes,First degree,Psychology,Theme 6: Learning resources,3808.7
67.2,Disability reported,England,All modes,First degree,Psychology,Theme 7: Student voice,3809.8
79.5,Disability reported,England,All modes,First degree,Veterinary sciences,Theme 1: Teaching on my course,34.5
81.4,Disability reported,England,All modes,First degree,Veterinary sciences,Theme 2: Learning opportunities,34.5
71.2,Disability reported,England,All modes,First degree,Veterinary sciences,Theme 3: Assessment and feedback,34.5
81.4,Disability reported,England,All modes,First degree,Veterinary sciences,Theme 4: Academic support,34.5
61.9,Disability reported,England,All modes,First degree,Veterinary sciences,Theme 5: Organisation and management,34.5
