Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
100,21 to 25,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 1: Teaching on my course,7.8
87.7,21 to 25,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 2: Learning opportunities,7.8
70.5,21 to 25,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,7.8
87.2,21 to 25,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 4: Academic support,7.8
71.2,21 to 25,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 5: Organisation and management,7.8
59.6,21 to 25,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 6: Learning resources,7.8
63.2,21 to 25,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 7: Student voice,7.8
88.9,21 to 25,UK,All modes,Other undergraduate,All subjects,Theme 1: Teaching on my course,2628
86,21 to 25,UK,All modes,Other undergraduate,All subjects,Theme 2: Learning opportunities,2628
87.5,21 to 25,UK,All modes,Other undergraduate,All subjects,Theme 3: Assessment and feedback,2627
87,21 to 25,UK,All modes,Other undergraduate,All subjects,Theme 4: Academic support,2625
74.6,21 to 25,UK,All modes,Other undergraduate,All subjects,Theme 5: Organisation and management,2626
85.3,21 to 25,UK,All modes,Other undergraduate,All subjects,Theme 6: Learning resources,2616
78.9,21 to 25,UK,All modes,Other undergraduate,All subjects,Theme 7: Student voice,2612
86.1,21 to 25,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 1: Teaching on my course,395.3
82.9,21 to 25,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 2: Learning opportunities,394.3
86.3,21 to 25,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 3: Assessment and feedback,394.3
81.2,21 to 25,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 4: Academic support,393.3
60.1,21 to 25,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 5: Organisation and management,394.3
87.8,21 to 25,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 6: Learning resources,392.3
74.1,21 to 25,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 7: Student voice,392.3
77,21 to 25,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 1: Teaching on my course,25
66.4,21 to 25,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 2: Learning opportunities,25
70.2,21 to 25,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 3: Assessment and feedback,25
76,21 to 25,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 4: Academic support,25
60,21 to 25,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 5: Organisation and management,25
65.3,21 to 25,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 6: Learning resources,25
54.7,21 to 25,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 7: Student voice,25
89.6,21 to 25,UK,Apprenticeship,Other undergraduate,Computing,Theme 1: Teaching on my course,12
85,21 to 25,UK,Apprenticeship,Other undergraduate,Computing,Theme 2: Learning opportunities,12
77.5,21 to 25,UK,Apprenticeship,Other undergraduate,Computing,Theme 3: Assessment and feedback,12
95.8,21 to 25,UK,Apprenticeship,Other undergraduate,Computing,Theme 4: Academic support,12
70.8,21 to 25,UK,Apprenticeship,Other undergraduate,Computing,Theme 5: Organisation and management,12
81.9,21 to 25,UK,Apprenticeship,Other undergraduate,Computing,Theme 6: Learning resources,12
61.1,21 to 25,UK,Apprenticeship,Other undergraduate,Computing,Theme 7: Student voice,12
89.8,21 to 25,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 1: Teaching on my course,39.2
85.1,21 to 25,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 2: Learning opportunities,39.2
89.9,21 to 25,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 3: Assessment and feedback,39.2
89.1,21 to 25,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 4: Academic support,39.2
76.3,21 to 25,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 5: Organisation and management,39.2
84,21 to 25,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 6: Learning resources,37.2
81.7,21 to 25,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 7: Student voice,38.2
86.1,21 to 25,UK,Apprenticeship,Other undergraduate,All subjects,Theme 1: Teaching on my course,486
82.2,21 to 25,UK,Apprenticeship,Other undergraduate,All subjects,Theme 2: Learning opportunities,485
85.6,21 to 25,UK,Apprenticeship,Other undergraduate,All subjects,Theme 3: Assessment and feedback,485
81.6,21 to 25,UK,Apprenticeship,Other undergraduate,All subjects,Theme 4: Academic support,484
62.1,21 to 25,UK,Apprenticeship,Other undergraduate,All subjects,Theme 5: Organisation and management,485
86,21 to 25,UK,Apprenticeship,Other undergraduate,All subjects,Theme 6: Learning resources,481
73.2,21 to 25,UK,Apprenticeship,Other undergraduate,All subjects,Theme 7: Student voice,482
84.7,21 to 25,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 1: Teaching on my course,181.2
82.2,21 to 25,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 2: Learning opportunities,182.2
81.2,21 to 25,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 3: Assessment and feedback,181.2
79.4,21 to 25,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 4: Academic support,181.2
56.7,21 to 25,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 5: Organisation and management,180.2
84.8,21 to 25,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 6: Learning resources,180.2
67.8,21 to 25,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 7: Student voice,181.2
88.4,21 to 25,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 1: Teaching on my course,107.9
87.2,21 to 25,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 2: Learning opportunities,107.9
89.2,21 to 25,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 3: Assessment and feedback,107.9
91.2,21 to 25,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 4: Academic support,107.9
79.2,21 to 25,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 5: Organisation and management,107.9
84.5,21 to 25,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 6: Learning resources,105.9
80.4,21 to 25,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 7: Student voice,107.9
80.4,21 to 25,UK,Full-time,Other undergraduate,Psychology,Theme 1: Teaching on my course,11.5
86.1,21 to 25,UK,Full-time,Other undergraduate,Psychology,Theme 2: Learning opportunities,11.5
86.1,21 to 25,UK,Full-time,Other undergraduate,Psychology,Theme 3: Assessment and feedback,11.5
93.5,21 to 25,UK,Full-time,Other undergraduate,Psychology,Theme 4: Academic support,11.5
60.9,21 to 25,UK,Full-time,Other undergraduate,Psychology,Theme 5: Organisation and management,11.5
88.4,21 to 25,UK,Full-time,Other undergraduate,Psychology,Theme 6: Learning resources,11.5
82.6,21 to 25,UK,Full-time,Other undergraduate,Psychology,Theme 7: Student voice,11.5
90.7,21 to 25,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 1: Teaching on my course,43
79.7,21 to 25,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 2: Learning opportunities,43
75.8,21 to 25,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 3: Assessment and feedback,43
76.7,21 to 25,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 4: Academic support,43
57,21 to 25,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 5: Organisation and management,43
78.7,21 to 25,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 6: Learning resources,43
60.5,21 to 25,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 7: Student voice,43
87.5,21 to 25,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 1: Teaching on my course,102.8
82,21 to 25,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 2: Learning opportunities,102.8
82.6,21 to 25,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 3: Assessment and feedback,102.8
88.6,21 to 25,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 4: Academic support,102.8
67.9,21 to 25,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 5: Organisation and management,102.8
80.5,21 to 25,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 6: Learning resources,102.8
72.7,21 to 25,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 7: Student voice,102.8
87.9,21 to 25,UK,Full-time,Other undergraduate,Engineering and technology,Theme 1: Teaching on my course,61.8
86.6,21 to 25,UK,Full-time,Other undergraduate,Engineering and technology,Theme 2: Learning opportunities,61.8
83.4,21 to 25,UK,Full-time,Other undergraduate,Engineering and technology,Theme 3: Assessment and feedback,61.8
87.9,21 to 25,UK,Full-time,Other undergraduate,Engineering and technology,Theme 4: Academic support,61.8
64,21 to 25,UK,Full-time,Other undergraduate,Engineering and technology,Theme 5: Organisation and management,61.8
81.7,21 to 25,UK,Full-time,Other undergraduate,Engineering and technology,Theme 6: Learning resources,61.8
70.4,21 to 25,UK,Full-time,Other undergraduate,Engineering and technology,Theme 7: Student voice,61.8
87.1,21 to 25,UK,Full-time,Other undergraduate,Computing,Theme 1: Teaching on my course,89
78.2,21 to 25,UK,Full-time,Other undergraduate,Computing,Theme 2: Learning opportunities,89
88.8,21 to 25,UK,Full-time,Other undergraduate,Computing,Theme 3: Assessment and feedback,89
88.8,21 to 25,UK,Full-time,Other undergraduate,Computing,Theme 4: Academic support,89
74.7,21 to 25,UK,Full-time,Other undergraduate,Computing,Theme 5: Organisation and management,89
78.3,21 to 25,UK,Full-time,Other undergraduate,Computing,Theme 6: Learning resources,89
77.1,21 to 25,UK,Full-time,Other undergraduate,Computing,Theme 7: Student voice,86
94,21 to 25,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 1: Teaching on my course,12.5
98.4,21 to 25,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 2: Learning opportunities,12.5
95.2,21 to 25,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 3: Assessment and feedback,12.5
96,21 to 25,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 4: Academic support,12.5
90,21 to 25,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 5: Organisation and management,12.5
94.7,21 to 25,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 6: Learning resources,12.5
92,21 to 25,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 7: Student voice,12.5
92.6,21 to 25,UK,Full-time,Other undergraduate,Social sciences,Theme 1: Teaching on my course,182.9
90.7,21 to 25,UK,Full-time,Other undergraduate,Social sciences,Theme 2: Learning opportunities,182.9
91.9,21 to 25,UK,Full-time,Other undergraduate,Social sciences,Theme 3: Assessment and feedback,182.9
91,21 to 25,UK,Full-time,Other undergraduate,Social sciences,Theme 4: Academic support,182.9
82.4,21 to 25,UK,Full-time,Other undergraduate,Social sciences,Theme 5: Organisation and management,181.9
86.6,21 to 25,UK,Full-time,Other undergraduate,Social sciences,Theme 6: Learning resources,182.9
85.3,21 to 25,UK,Full-time,Other undergraduate,Social sciences,Theme 7: Student voice,182.9
90.4,21 to 25,UK,Full-time,Other undergraduate,Business and management,Theme 1: Teaching on my course,526.3
89,21 to 25,UK,Full-time,Other undergraduate,Business and management,Theme 2: Learning opportunities,525.3
89.8,21 to 25,UK,Full-time,Other undergraduate,Business and management,Theme 3: Assessment and feedback,526.3
89.5,21 to 25,UK,Full-time,Other undergraduate,Business and management,Theme 4: Academic support,525.3
86.7,21 to 25,UK,Full-time,Other undergraduate,Business and management,Theme 5: Organisation and management,526.3
88.9,21 to 25,UK,Full-time,Other undergraduate,Business and management,Theme 6: Learning resources,525.3
87.7,21 to 25,UK,Full-time,Other undergraduate,Business and management,Theme 7: Student voice,523.3
93.2,21 to 25,UK,Full-time,Other undergraduate,Education and teaching,Theme 1: Teaching on my course,258.5
90.7,21 to 25,UK,Full-time,Other undergraduate,Education and teaching,Theme 2: Learning opportunities,258.5
91.1,21 to 25,UK,Full-time,Other undergraduate,Education and teaching,Theme 3: Assessment and feedback,258.5
93,21 to 25,UK,Full-time,Other undergraduate,Education and teaching,Theme 4: Academic support,258.5
83.4,21 to 25,UK,Full-time,Other undergraduate,Education and teaching,Theme 5: Organisation and management,258.5
85.1,21 to 25,UK,Full-time,Other undergraduate,Education and teaching,Theme 6: Learning resources,258.5
88.9,21 to 25,UK,Full-time,Other undergraduate,Education and teaching,Theme 7: Student voice,257.5
82.8,21 to 25,UK,Full-time,Other undergraduate,Combined and general studies,Theme 1: Teaching on my course,5.2
82.4,21 to 25,UK,Full-time,Other undergraduate,Combined and general studies,Theme 2: Learning opportunities,5.2
95.4,21 to 25,UK,Full-time,Other undergraduate,Combined and general studies,Theme 3: Assessment and feedback,5.2
95.2,21 to 25,UK,Full-time,Other undergraduate,Combined and general studies,Theme 4: Academic support,5.2
82.8,21 to 25,UK,Full-time,Other undergraduate,Combined and general studies,Theme 5: Organisation and management,5.2
86,21 to 25,UK,Full-time,Other undergraduate,Combined and general studies,Theme 6: Learning resources,5.2
82.8,21 to 25,UK,Full-time,Other undergraduate,Combined and general studies,Theme 7: Student voice,5.2
84.5,21 to 25,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 1: Teaching on my course,16.8
90,21 to 25,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 2: Learning opportunities,16.8
91.9,21 to 25,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 3: Assessment and feedback,16.8
94,21 to 25,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 4: Academic support,16.8
78.6,21 to 25,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 5: Organisation and management,16.8
90.5,21 to 25,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 6: Learning resources,16.8
84.5,21 to 25,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 7: Student voice,16.8
